product_name,product_url,product_type,clean_ingreds,price
Elizabeth Arden Skin Illuminating Advanced Brightening Day Serum (30ml),https://www.lookfantastic.com/elizabeth-arden-skin-illuminating-advanced-brightening-day-serum-30ml/11247488.html,Serum,"['butylene glycol', 'pentylene glycol', 'dimethicon', 'polysilicone-11', 'capric triglyceride', 'niacinamide', 'ethylhexyl palmitate', 'glyceryl oleate citrate', 'sodium ascorbyl phosphate', 'nylon 12', 'panthenol', 'peg-11 methyl ether dimethicon', 'acrylates/c10-30 alkyl', 'adenosine', 'bisabolol', 'boron nitride', 'caprylyl glycol', 'cnidium officinale root extract', 'cyclopentasiloxane', 'dextran', 'diamond', 'dimethiconol', 'disodium edta', 'ethylhexyl glycerin', 'glycolic acid', 'hydrogenated lecithin', 'lactic acid', 'laureth-12', 'ci 77019', 'parfum', 'dimethicon', 'polymethylsilsesquioxane', 'polyvinyl alcohol', 'sodium hydroxide', 'sodium polyacrylate', 'trideceth-6', 'tripeptide-1', 'tryptophan', 'butylphenyl methylpropional', 'citronellol', 'geraniol', 'hexyl cinnamal', 'limonene', 'linalool', 'chlorphenesin', 'phenoxyethanol', 'titanium dioxide']",£55.00
FOREO 'Serum Serum Serum' Micro-Capsule Youth Preserve,https://www.lookfantastic.com/foreo-serum-serum-serum-micro-capsule-youth-preserve/12287761.html,Serum,"['glycerin', 'propanediol', 'cyclopentasiloxane', 'diglycerin', 'xylitol', 'pentylene glycol', 'butylene glycol', 'peg/ppg-17/6 copolymer', 'glyceryl polymethacrylate', 'glycereth-26', 'peg/ppg-14/7 dimethyl ether', 'squalene', 'sodium hyaluronate', 'sodium hyaluronate', 'sodium hyaluronate', 'hydrolyzed sodium hyaluronate', 'betaine', 'octyldodeceth-16', 'glyceryl glucoside', 'propylene glycol', 'caprylyl glycol', 'carbomer', 'triethanolamine', 'acacia senegal gum', 'gelatin', 'panthenol', 'xanthan gum', 'trehalose', 'urea', 'ethylhexyl glycerin', 'adenosine', '1,2-hexanediol', 'sodium pca', 'serine', 'glucose', 'algin', 'disodium phosphate', 'glyceryl polyacrylate', 'pullulan', 'hydrolyzed glycosaminoglycans', 'potassium phosphate', 'ci 14700', 'benzyl glycol', 'rubus idaeus extract keton']",£49.00
Aveda Hand Relief Night Renewal Serum 30ml,https://www.lookfantastic.com/aveda-hand-relief-night-renewal-serum-30ml/11032875.html,Serum,"['water\\aqua\\eau ', 'heptyl undecylenate ', 'propanediol ', 'theobroma grandiflorum fruit extract ', 'glycerin ', 'carapa guaianensis seed oil ', 'dimethicon ', 'capric triglyceride ', 'limnanthes alba seed oil ', 'castor oil ', 'hydrogenated lecithin ', 'polyglyceryl-10 pentastearate ', 'oryza sativa bran ', 'glycyrrhiza glabra root extract ', 'saccharum officinarum extract ', 'chlorella vulgaris extract ', 'sodium hyaluronate ', 'elaeis guineensis oil ', 'helianthus annuus seed oil ', 'salicylic acid ', 'caffeinee ', 'glyceryl stearate ', 'sorbitol ', 'cetyl alcohol ', 'tocopherol ', 'tocopheryl linoleate/oleate ', 'linoleic acid ', 'peg-100 stearate ', 'lauroyl lysine ', 'acetyl hexapeptide-8 ', 'stearic acid ', 'arganine ', 'sodium pca ', 'aminopropyl ascorbyl phosphate ', 'behenyl alcohol ', 'sodium stearoyl lactylate ', 'xanthan gum ', 'caprylyl glycol ', 'parfum ', 'linalool ', 'citral ', 'limonene ', 'sodium citrate ', 'phenoxyethanol']",£27.00
Sukin Hydration Biomarine Facial Serum 30ml,https://www.lookfantastic.com/sukin-hydration-biomarine-facial-serum-30ml/12552300.html,Serum,"['glycerin', 'hydroxyethyl cellulose', 'saccharide isomerate', 'sodium hyaluronate', 'ascophyllum nodosum extract', 'tocopherol', 'coco-caprylate', 'cetearyl olivate', 'sorbitan olivate', 'parfum', 'citric acid', 'sodium citrate', 'ethylhexyl glycerin', 'phenoxyethanol', 'benzyl alcohol', 'limonene', 'citral', 'linalool']",£19.95
Dermalogica Multivitamin Power Serum (22ml),https://www.lookfantastic.com/dermalogica-multivitamin-power-serum-22ml/10804759.html,Serum,"['cyclopentasiloxane', 'helianthus annuus seed oil', 'tricaprylin', 'tribehenin', 'ascorbyl glucoside', 'glyceryl dibehenate', 'boron nitride', 'nylon 12', 'silica', 'magnesium ascorbyl phosphate', 'palmitoyl hexapeptide-14', 'hydrogenated phosphatidyl choline', 'citrus grandis', 'citrus aurantium dulcis', 'hydrogenated soybean oil', 'cera alba', 'tocopherol', 'retinyl palmitate', 'linoleic acid', 'beta-sitosterol', 'stearoxymethicone/dimethicon copolymer', 'hydroxypinacolone retinoate', 'dimethyl isosorbide', 'dimethicon', 'polysilicone-11', 'glyceryl stearate', 'tocopheryl acetate', 'glycerin', 'capric triglyceride', 'lechtin', 'butylene glycol', 'ethoxydiglycol', 'limonene']",£57.15
Sarah Chapman Skinesis Skin Tone Perfecting Booster (30ml),https://www.lookfantastic.com/sarah-chapman-skinesis-skin-tone-perfecting-booster-30ml/10448979.html,Serum,"['glycerin', 'cyclopentasiloxane', 'dimethicon', 'sodium ascorbyl phosphate', 'cyclohexasiloxane', 'ergothioneine', 'dimethicon', 'polysorbate-20', 'xanthan gum', 'phenoxyethanol', 'caprylyl glycol', 'palmaria palmata extract', 'ethylhexyl glycerin', 'hexylene glycol', 'arctostaphylos uva ursi leaf extract', 'allantoin', 'arbutin', 'alcohol', 'rosa damascena', 'malva sylvestris extract', 'mentha piperita extract', 'primula veris extract', 'alchemilla vulgaris extract', 'veronica officinalis extract', 'melissa officinalis leaf oil', 'achillea millefolium extract', 'citronellol', 'geraniol']",£64.00
DECLÉOR Hydra Floral White Petal Skin Perfecting Concentrate 30ml,https://www.lookfantastic.com/decleor-hydra-floral-white-petal-skin-perfecting-concentrate/11423420.html,Serum,"['rosa damascena', 'alcohol denat', 'propanediol', 'glycerin', '3-o-ethyl ascorbic acid', 'arganine', 'citric acid', 'ppg-26 buteth-26', 'sodium citrate', 'sodium hyaluronate', 'salicylic acid', 'castor oil', 'xanthan gum', 'maltodextrin', 'limonene', 'citrus aurantium dulcis', 'moringa oleifera seed oil', 'sucrose dilaurate', 'citrus aurantium amara flower water', 'sodium cocoyl glutamate', 'linalool', 'pisum sativum extract', 'citronellol', 'geraniol', 'parfum']",£36.40
Darphin Dark Circle Relief and De-Puffing Eye Serum 15ml,https://www.lookfantastic.com/darphin-dark-circle-relief-and-de-puffing-eye-serum-15ml/10362571.html,Serum,"['dimethicon', 'isododecane', 'cyclopentasiloxane', 'polysilicone-11', 'butylene glycol', 'ascorbyl glucoside', 'dimethicon', 'trametes versicolor extract', 'sodium rna', 'curcuma longa root extract', 'saccharomyces lysate extract', 'gentiana lutea (gentian) root extract', 'betula alba bark extract', 'oryza sativa bran', 'citrus grandis', 'salicylic acid', 'dimethoxytolyl propylresorcinol', 'triticum vulgare bran extract', 'scutellaria baicalensis extract', 'hordeum vulgare extract', 'cucumis sativus extract', 'hydrolyzed opuntia ficus indica flower extract', 'ammonium acryloyldimethyltaurate/vp', 'morus nigra extract', 'cholesterol', 'faex extract', 'glycyrrhetinic acid', 'polysorbate-20', 'isohexadecane', 'propylene glycol dicoco-caprylate', 'helianthus annuus seed oil', 'polysorbate 80', 'peg-6', 'sodium hyaluronate', 'tromethamine', 'di-c12-18 alkyl dimonium chloride', 'acetyl glucosamine', 'squalene', 'tocopheryl acetate', 'sodium sulfite', 'sodium metabisulfite', 'acrylamide/sodium', 'parfum', 'caprylyl glycol', 'hexylene glycol', 'sodium hydroxide', 'disodium edta', 'phenoxyethanol', 'potassium sorbate', 'alpha-isomethyl ionone', 'linalool', 'citral', 'limonene', 'ci 15985', 'ci 19140']",£42.00
Zelens Youth Concentrate Supreme Age-Defying Serum (30ml),https://www.lookfantastic.com/zelens-youth-concentrate-supreme-age-defying-serum-30ml/11097958.html,Serum,"['capric triglyceride', 'hydrogenated polydecene', 'methylsilanol mannuronate', 'phytosteryl canola glycerides', 'ethylhesyldodecanol', 'glycerin', 'methylepropanediol', 'phenoxyethanol', 'cetearyl alcohol', 'glyceryl stearate', 'peg-100 stearate', 'cetearyl glucoside', 'glycine soja extract', 'parfum', 'sodium hyaluronate', 'ammonium acryloyldimethyltaurate/vp', 'tocopherol', 'ethylhexyl glycerin', 'disodium edta', 'triethanolamine', 'teprenone', 'xanthan gum', 'carbomer', 'retinol', 'geranylgeranylisopropanol', 'sodium hyaluronate', 'silanetriol', 'citric acid', 'hydrolyzed soy protein', 'sorbic acid', 'palmitoyl dipeptide-5 diaminobutyroyl hydroxythreonine', 'palmitoyl tripeptide-5', 'tetradecyl aminobutyroylvalylaminobutyric urea trifluoroacetate', 'magnesium chloride', 'l-glutamylamideothyl imidazole', 'linalool', 'gryceryl caprylate', 'hydrolyzed yeast protein', 'sodium benzoate']",£160.00
Darphin Hydraskin Serum 30ml,https://www.lookfantastic.com/darphin-hydraskin-serum-30ml/10363058.html,Serum,"['propanediol', 'glycerin', 'butylene', 'glycol methyl gluceth-20', 'peg-40', 'castor oil', 'imperata cylindrica root extract', 'punica granatum seed oil', 'malachite extract', 'sodium hyaluronate', 'tocopherol', 'sodium hyaluronate', 'trehalose', 'caprylyl glycol', 'sodium pca', 'sodium polyacrylate', '1,2-hexanediol', 'polyquaternium-51', 'urea', 'carbomer', 'sodium carbomer', 'parfum', 'butylphenyl', 'methylpropional', 'hydroxyisohexyl 3-cyclohexene', 'carboxaldehyde', 'hexyl cinnamal', 'alpha-isomethyl ionone', 'limonene', 'linalool', 'hydroxycitronellal', 'tetrasodium edta', 'phenoxyethanol', 'chlorphenesin', 'potassium sorbate', 'ci 42090']",£48.00
L'Oréal Paris Revitalift Filler + Hyaluronic Acid Replumping Serum 16ml,https://www.lookfantastic.com/l-oreal-paris-revitalift-filler-hyaluronic-acid-replumping-serum-16ml/11205949.html,Serum,"['glycerin', 'alcohol denat', 'dimethicon', 'butylene glycol', 'dipropylene glycol', 'silica', 'sodium hyaluronate', 'alpinia galanga leaf extract', 'carbomer', 'methylsilanol/silicate crosspolymer', 'sodium hydroxide', 'ammonium polyacryloyldmethyl taurate', 'dipotassium glycyrrhizate', 'disodium edta', 'capryloyl salicylic acid', 'titanium dioxide', 'ci 77019', 'linalool', 'citronellol', 'benzyl alcohol', 'benzyl benzoate', 'benzyl salicylate']",£19.99
Elizabeth Arden Prevage Advanced Daily Serum,https://www.lookfantastic.com/elizabeth-arden-prevage-advanced-daily-serum/10664989.html,Serum,"['cyclopentasiloxane', 'butylene glycol', 'pentylene glycol', 'dimethicon', 'methyl trimethicone', 'isododecane', 'dipropylene glycol', 'glycerin', 'peg-75', 'polysilicone-11', 'panthenyl triacetate', 'caprylyl methicone', 'propylene glycol', 'hydroxydecyl ubiquinoyl dipalmitoyl glycerate', 'glycereth-26', 'dimethicon', 'ergothioneine', 'chondrus crispus extract', 'sodium hyaluronate', 'retinyl linoleate', 'tocopheryl acetate', 'glycine soja extract', 'caprylyl glycol', 'coco-caprylate', 'isohexadecane', 'ppg-2 isoceteth-20 acetate', 'urea', 'acetyl farnesylcysteine', 'hydrogenated lecithin', 'lecithin', 'lysophosphatidic acid', 'naringenin', 'methylsilanol hydroxyproline aspartate', 'palmitoyl hexapeptide-19', 'quercus suber bark extract', 'caprooyl tetrapeptide-3', 'oligopeptide-68', 'acrylamide/sodium', 'ammonium acryloyldimethyltaurate/vp', 'decyl glucoside', 'lysolecithin', 'polysorbate-20', 'polysorbate 80', 'sodium oleate', 'polyimide-1', 'dextran', 'hexylene glycol', 'disodium edta', 'salicylic acid', 'ci 77019', 'ci 77861', 'aminopropyl dimethicon', 'parfum', 'alpha-isomethyl ionone', 'linalool', 'benzophenone-4', 'ethylparaben', 'methylparaben', 'phenoxyethanol', 'potassium sorbate', 'propylparaben', 'sodium dehydroacetate', 'sodium methylparaben', 'ci 14700', 'titanium dioxide', 'ci 19140']",£180.00
L'Oréal Paris Age Perfect Nutrition Intense Supreme Repairing Serum,https://www.lookfantastic.com/l-oreal-paris-age-perfect-nutrition-intense-supreme-repairing-serum/11850172.html,Serum,"['glycerin', 'alcohol denat', 'cyclohexasiloxane', 'hydrolyzed soy protein', 'isohexadecane', 'jasminum officinale extract', 'mel', 'calcium pantetheine sulfonate', 'cetearyl ethylhexanoate', 'caffeinee', 'cholesterol', 'ammonium polyacryloyldmethyl taurate', 'disodium edta', 'isopropyl myristate', 'hydrogenated polyisobutene', 'hydroxypalmitoyl sphinganine', 'caprylyl glycol', 'biosaccharide', 'pentylene glycol', 'phenoxyethanol', 'linalool', 'geraniol', 'eugenol', 'coumarin', 'limonene', 'citral', 'citronellol', 'benzyl alcohol', 'parfum']",£14.99
Green People Age Defy+ Line Eraser Lip & Eye Serum (10ml),https://www.lookfantastic.com/green-people-age-defy-line-eraser-lip-eye-serum-10ml/11199039.html,Serum,"['simmondsia chinensis leaf extract', 'glycerin', 'hamamelis virginiana', 'propanediol', 'hibiscus sabdariffa flower extract', 'baicalin (baical scullcap extract)', 'punica granatum seed oil', 'aloe barbadenis extract', 'vaccinium macrocarpon fruit extract', 'rosmarinus officinalis extract', 'eryngium maritimum extract', 'argania spinosa extract', 'sodium cocoyl glutamate', 'sclerotium gum', 'xanthan gum', 'tocopherol', 'hydrolysed simmondsia chinensis leaf extract', 'lavandula angustifolia', 'cinnamomum camphora bark oil', 'pelargonium graveolens extract', 'cymbopogon martini oil', 'cananga odorata flower oil', 'citrus limon juice extract', 'chamomilla recutita flower oil', 'benzyl alcohol', 'salicylic acid', 'sorbic acid', 'citral', 'limonene', 'geraniol', 'linalool', 'farnesol', 'citronellol', 'benzyl salicylate', 'benzyl benzoate']",£27.60
The Organic Pharmacy Stabilised Vitamin C Serum 30ml,https://www.lookfantastic.com/the-organic-pharmacy-stabilised-vitamin-c-serum-30ml/12100163.html,Serum,"['hamamelis virginiana', 'glycerin', 'sodium lactate', 'citrus grandis', 'algin', 'ascorbyl glucoside', 'dehydroacetic acid', 'benzyl alcohol', 'chondrus crispus extract', 'xanthan gum', 'sorbic acid', 'limonene', 'citral', 'linalool', 'citrus grandis', 'hamamelis virginiana']",£45.00
Erno Laszlo AHA Resurfacing Sleep Serum,https://www.lookfantastic.com/erno-laszlo-aha-resurfacing-sleep-serum/12371670.html,Serum,"['glycolic acid', 'lactic acid', 'sodium hydroxide', 'glycerin', 'ananas sativas fruit extract', 'chlorphenesin', 'citric acid', 'hexanoyl dipeptide-3 norleucine acetate', 'lecithin', 'lycium chinense extract', 'malic acid', 'phenoxyethanol', 'phytic acid', 'pleiogynium timorienese fruit extract', 'podocarpus elatus fruit extract', 'pullulan', 'salicylic acid', 'salix alba extract', 'sclerotium gum', 'maris sal', 'sodium hyaluronate', 'sodium carrageenan', 'terminalia ferdinandiana fruit extract', 'xanthan gum', 'ethylhexyl glycerin']",£95.00
DHC Deep Cleansing Oil 30ml,https://www.lookfantastic.com/dhc-deep-cleansing-oil/11207442.html,Oil,"['olea europaea fruit oil', 'capric triglyceride', 'sorbeth-30 tetraoleate', 'pentylene glycol', 'phenoxyethanol', 'tocopherol', 'stearyl glycyrrhetinate', 'rosmarinus officinalis extract']",£5.00
DHC Deep Cleansing Oil 70ml,https://www.lookfantastic.com/dhc-deep-cleansing-oil/11207442.html,Oil,"['olea europaea fruit oil', 'capric triglyceride', 'sorbeth-30 tetraoleate', 'pentylene glycol', 'phenoxyethanol', 'tocopherol', 'stearyl glycyrrhetinate', 'rosmarinus officinalis extract']",£12.50
DHC Deep Cleansing Oil 200ml,https://www.lookfantastic.com/dhc-deep-cleansing-oil/11207442.html,Oil,"['olea europaea fruit oil', 'capric triglyceride', 'sorbeth-30 tetraoleate', 'pentylene glycol', 'phenoxyethanol', 'tocopherol', 'stearyl glycyrrhetinate', 'rosmarinus officinalis extract']",£24.00
Pai Skincare Rosehip BioRegenerate Oil 30ml,https://www.lookfantastic.com/pai-skincare-rosehip-bioregenerate-oil-30ml/10528440.html,Oil,"['rosa canina flower oil', 'rosa canina flower oil', 'tocopherol', 'rosmarinus officinalis extract']",£24.00
Clinique Take The Day Off Cleansing Oil 200ml,https://www.lookfantastic.com/clinique-take-the-day-off-cleansing-oil-200ml/11144732.html,Oil,"['cetyl ethylhexanoate', 'triethylhexanoin', 'peg-20 glyceryl triisostearate', 'polybutene', 'peg-8 diisostearate', 'peg-12 diisostearate', 'ppg-15 stearyl ether', 'tocopheryl acetate', 'glycerin', 'caprylyl glycol', 'glyceryl laurate', 'bht']",£23.00
"The Ordinary ""B"" Oil 30ml",https://www.lookfantastic.com/the-ordinary-b-oil-30ml/11919043.html,Oil,"['capric triglyceride', 'squalene', 'crambe abyssinica seed oil', 'bisabolol', 'simmondsia chinensis leaf extract', 'ethylhexyl stearate', 'isochrysis galbana extract', 'adansonia digitata seed oil', 'argania spinosa extract', 'borago officinalis seed oil', 'rosa canina flower oil', 'sclerocarya birrea seed oil', 'oenocarpus bataua fruit oil', 'plukenetia volubilis oil', 'bertholletia excelsa seed oil', 'solanum lycopersicum', 'hydroxymethoxyphenyl decanone', 'rosmarinus officinalis extract', 'tocopherol']",£9.00
The Ordinary 100% Cold Pressed Virgin Marula Oil 30ml,https://www.lookfantastic.com/the-ordinary-100-cold-pressed-virgin-marula-oil-30ml/11416763.html,Oil,['sclerocarya birrea seed oil'],£8.40
Caudalie Make-Up Removing Cleansing Oil 150ml,https://www.lookfantastic.com/caudalie-make-up-removing-cleansing-oil-150ml/11163390.html,Oil,"['helianthus annuus seed oil', 'polyglyceryl-4 oleate', 'capric triglyceride', 'castor oil', 'prunus amygdalus dulcis', 'vitis vinifera extract', 'tocopherol', 'parfum']",£18.00
NUXE Huile Prodigieuse Multi Usage Dry Oil 50ml,https://www.lookfantastic.com/nuxe-huile-prodigieuse-multi-usage-dry-oil-50ml/11401781.html,Oil,"['coco-caprylate', 'macadamia ternifolia seed oil', 'dicaprylyl ether', 'capric triglyceride', 'prunus amygdalus dulcis', 'corylus avellana flower extract', 'camellia oleifera seed oil', 'parfum', 'camellia japonica extract', 'tocopherol', 'argania spinosa extract', 'borago officinalis seed oil', 'tocopheryl acetate', 'helianthus annuus seed oil', 'rosmarinus officinalis extract', 'polyglyceryl-3 diisostearate', 'ascorbic acid', 'solanum lycopersicum', 'benzyl salicylate', 'linalool', 'limonene', 'citronellol', 'geraniol', 'benzyl alcohol']",£18.50
NUXE Huile Prodigieuse Multi Usage Dry Oil 100ml,https://www.lookfantastic.com/nuxe-huile-prodigieuse-multi-usage-dry-oil-100ml/11401780.html,Oil,"['coco-caprylate', 'macadamia ternifolia seed oil', 'dicaprylyl ether', 'capric triglyceride', 'prunus amygdalus dulcis', 'corylus avellana flower extract', 'camellia oleifera seed oil', 'parfum', 'camellia japonica extract', 'tocopherol', 'argania spinosa extract', 'borago officinalis seed oil', 'tocopheryl acetate', 'helianthus annuus seed oil', 'rosmarinus officinalis extract', 'polyglyceryl-3 diisostearate', 'ascorbic acid', 'solanum lycopersicum', 'benzyl salicylate', 'linalool', 'limonene', 'citronellol', 'geraniol', 'benzyl alcohol']",£29.50
Face by Skinny Tan Moisturising Oil Drops 30ml,https://www.lookfantastic.com/face-by-skinny-tan-moisturising-oil-drops-30ml/11781508.html,Oil,"['dihydroxyacetone', 'castor oil', 'glycerin', 'caramel', 'xanthan gum', 'sodium metabisulfite', 'ethylhexyl glycerin', 'parfum', 'aloe barbadenis extract', 'paullinia cupana (guarana) seed extract', 'citric acid', 'phenoxyethanol', 'sodium benzoate', 'potassium sorbate']",£14.99
The Ordinary 100% Organic Virgin Chia Seed Oil,https://www.lookfantastic.com/the-ordinary-100-organic-virgin-chia-seed-oil/11841279.html,Oil,['salvia hispanica herb extract'],£6.00
Mama Mio The Tummy Rub Oil 120ml,https://www.lookfantastic.com/mama-mio-the-tummy-rub-oil-120ml/12078034.html,Oil,"['prunus amygdalus dulcis', 'parfum', 'argania spinosa extract', 'cocos nucifera fruit extract', 'persea gratissima oil', 'limonene', 'olea europaea fruit oil', 'rosa canina flower oil', 'plukenetia volubilis oil', 'tocopherol', 'tocopheryl acetate', 'helianthus annuus seed oil', 'linalool', 'citral', 'evernia furfuracea (treemoss) extract', 'citronellol', 'benzyl benzoate']",£27.00
NUXE Huile Prodigieuse Golden Shimmer Multi Usage Dry Oil 50ml,https://www.lookfantastic.com/nuxe-huile-prodigieuse-golden-shimmer-multi-usage-dry-oil-50ml/11401783.html,Oil,"['coco-caprylate', 'macadamia ternifolia seed oil', 'dicaprylyl ether', 'capric triglyceride', 'prunus amygdalus dulcis', 'corylus avellana flower extract', 'ci 77019', 'camellia oleifera seed oil', 'parfum', 'silica', 'camellia japonica extract', 'tocopherol', 'titanium dioxide', 'argania spinosa extract', 'borago officinalis seed oil', 'ci 77491', 'tocopheryl acetate', 'helianthus annuus seed oil', 'rosmarinus officinalis extract', 'polyglyceryl-3 diisostearate', 'ascorbic acid', 'solanum lycopersicum', 'benzyl salicylate', 'linalool', 'limonene', 'citronellol', 'geraniol', 'benzyl alcohol']",£22.50
"JASON Vitamin E 5,000iu Oil - All Over Body Nourishment 118ml",https://www.lookfantastic.com/jason-vitamin-e-5-000iu-oil-all-over-body-nourishment-118ml/10546524.html,Oil,"['helianthus annuus seed oil', 'carthamus tinctorius extract', 'tocopheryl acetate', 'tocopherol', 'oryza sativa bran', 'prunus amygdalus dulcis', 'prunus armeniaca fruit extract', 'persea gratissima oil', 'triticum vulgare bran extract', 'lecithin']",£7.49
Elizabeth Arden Eight Hour All-Over Miracle Oil (100ml),https://www.lookfantastic.com/elizabeth-arden-eight-hour-all-over-miracle-oil-100ml/11189707.html,Oil,"['oryza sativa bran', 'vitis vinifera extract', 'camellia japonica extract', 'isopropyl myristate', 'isopropyl palmitate', 'ethylhexyl palmitate', 'isononyl isononanoate', 'prunus armeniaca fruit extract', 'olea europaea fruit oil', 'persea gratissima oil', 'boswellia serrata plant extract', 'diethylhexyl syringylidenemalonate', 'helianthus annuus seed oil', 'parfum', 'castor oil', 'rosmarinus officinalis extract', 'tocopheryl acetate', 'zingiber officinale root extract', 'butylphenyl methylpropional', 'linalool', 'benzophenone-3', 'butyl methoxydibenzoylmethane', 'ethylhexyl salicylate', 'ci 75130']",£29.00
Elemis Superfood Facial Oil 15ml,https://www.lookfantastic.com/elemis-superfood-facial-oil-15ml/11259228.html,Oil,"['prunus amygdalus dulcis', 'capric triglyceride', 'limnanthes alba seed oil', 'linum usitatissimum flower extract', 'macadamia ternifolia seed oil', 'oryza sativa bran', 'papaver somniferum (poppy) seed oil', 'rosa canina flower oil', 'squalene', 'raphanus sativus (radish) seed extract', 'cucumis sativus extract', 'brassica oleracea acephala leaf extract', 'parfum', 'limonene', 'citrus aurantium dulcis', 'amyris balsamifera bark oil', 'cymbopogon martini oil', 'geraniol', 'linalool', 'rosmarinus officinalis extract', 'daucus carota sativa extract', 'tocopherol', 'helianthus annuus seed oil', 'benzyl benzoate', 'farnesol', 'citral', 'benzyl salicylate', 'rosmarinus officinalis extract']",£45.00
bareMinerals OIL OBSESSED Oil Cleanser,https://www.lookfantastic.com/bareminerals-oil-obsessed-oil-cleanser/11262515.html,Oil,"['carthamus tinctorius extract', 'coconut alkanes', 'pentaerythrityl tetra-di-t-butyl hydroxyhydrocinnamate', 'sorbeth-30 tetraisostearate', 'squalene', 'coco-caprylate', 'tocopherol', 'borago officinalis seed oil', 'cucumis sativus extract', 'vaccinium myrtillus extract', 'helianthus annuus seed oil', 'maris sal', 'parfum', 'limonene', 'linalool', 'phenoxyethanol']",£24.00
Bondi Sands Liquid Gold Self Tanning Oil 150ml,https://www.lookfantastic.com/bondi-sands-liquid-gold-self-tanning-oil-150ml/11568701.html,Oil,"['glycerin', 'dihydroxyacetone', 'castor oil', 'dimethyl isosorbide', 'erythrulose', 'pentylene glycol', 'sodium metabisulfite', 'peg-7 glyceryl cocoate ', 'parfum', '1,2-hexanediol', 'caprylyl glycol', 'phenoxyethanol', 'ammonium acryloyldimethyltaurate/vp', 'copolymer', 'hydrolysed simmondsia chinensis leaf extract', 'cocos nucifera fruit extract', 'argania spinosa extract', 'tocopheryl acetate', 'xanthan gum', 'coumarin', 'ci 14700', 'ci 19140', 'ci 42090']",£11.99
Indeed Labs Squalane Facial Oil 30ml,https://www.lookfantastic.com/indeed-labs-squalane-facial-oil-30ml/12188464.html,Oil,['squalene'],£19.99
TanOrganic Self-Tanning Oil - Brown (100ml),https://www.lookfantastic.com/tanorganic-self-tanning-oil-brown-100ml/10997977.html,Oil,"['propanediol', 'aloe barbadenis extract', 'dihydroxyacetone', 'alcohol denat', 'borago officinalis seed oil', 'argania spinosa extract', 'citrus sinensis fruit extract', 'gluconolactone ', 'sodium benzoate', 'cellulose gum', 'decyl glucoside', 'caramel', 'limonene']",£18.74
Caudalie VineActiv Overnight Detox Oil 30ml,https://www.lookfantastic.com/caudalie-vineactiv-overnight-detox-oil-30ml/11416701.html,Oil,"['capric triglyceride', 'vitis vinifera extract', 'prunus amygdalus dulcis', 'rosa canina flower oil', 'citrus aurantium amara flower water', 'daucus carota sativa extract', 'sandalwood', 'helianthus annuus seed oil', 'citrus aurantium amara flower water', 'lavandula angustifolia', 'rosmarinus officinalis extract', 'citral', 'limonene', 'geraniol', 'linalool', 'farnesol']",£30.00
Mama Mio The Tummy Rub Oil 200ml,https://www.lookfantastic.com/mama-mio-the-tummy-rub-oil-200ml-super-size/12078036.html,Oil,"['prunus amygdalus dulcis', 'parfum', 'argania spinosa extract', 'cocos nucifera fruit extract', 'persea gratissima oil', 'limonene', 'olea europaea fruit oil', 'rosa canina flower oil', 'plukenetia volubilis oil', 'tocopherol', 'tocopheryl acetate', 'helianthus annuus seed oil', 'linalool', 'citral', 'evernia furfuracea (treemoss) extract', 'citronellol', 'benzyl benzoate']",£35.00
NUXE Sun Tanning Oil Face and Body SPF 30 (150ml),https://www.lookfantastic.com/nuxe-sun-tanning-oil-face-and-body-spf-30-150ml/11111913.html,Oil,"['coco-caprylate', 'c12-15', 'dibutyl adipate', 'diethylamino hydroxybenzoyl hexyl benzoate', 'diethylhexyl succinate', 'ethylhexyl triazone', 'helianthus annuus seed oil', 'macadamia ternifolia seed oil', 'methylheptyl isostearate', 'bis-ethylhexyloxyphenol methoxyphenyl triazine', 'phenyl trimethicone', 'parfum', 'butyrospermum parkii', 'tocopherol', 'tocopheryl acetate', 'eichhornia crassipes extract', 'ethyl ferulate', 'polyglyceryl-5 trioleate', 'fagraea berteroana flower extract', 'rosmarinus officinalis extract', 'solanum lycopersicum', 'disodium uridine phosphate', 'citric acid', 'benzyl salicylate', 'limonene', 'linalool', 'geraniol', 'citronellol']",£19.50
